Date,Prod_Total,Consump_Total,US_inv,OECD_inv
2/5/17,97.61,98.83,1349,3049
3/5/17,97.61,98.83,1349,3049
4/5/17,97.61,98.83,1349,3049
5/5/17,97.61,98.83,1349,3049
6/5/17,97.61,98.83,1349,3049
7/5/17,97.61,98.83,1349,3049
8/5/17,97.61,98.83,1349,3049
9/5/17,97.61,98.83,1349,3049
10/5/17,97.61,98.83,1349,3049
11/5/17,97.61,98.83,1349,3049
12/5/17,97.61,98.83,1349,3049
13/5/17,97.61,98.83,1349,3049
14/5/17,97.61,98.83,1349,3049
15/5/17,97.61,98.83,1349,3049
16/5/17,97.61,98.83,1349,3049
17/5/17,97.61,98.83,1349,3049
18/5/17,97.61,98.83,1349,3049
19/5/17,97.61,98.83,1349,3049
20/5/17,97.61,98.83,1349,3049
21/5/17,97.61,98.83,1349,3049
22/5/17,97.61,98.83,1349,3049
23/5/17,97.61,98.83,1349,3049
24/5/17,97.61,98.83,1349,3049
25/5/17,97.61,98.83,1349,3049
26/5/17,97.61,98.83,1349,3049
27/5/17,97.61,98.83,1349,3049
28/5/17,97.61,98.83,1349,3049
29/5/17,97.61,98.83,1349,3049
30/5/17,97.61,98.83,1349,3049
31/5/17,97.61,98.83,1349,3049
1/6/17,98.33,100.59,1331,3013
2/6/17,98.33,100.59,1331,3013
3/6/17,98.33,100.59,1331,3013
4/6/17,98.33,100.59,1331,3013
5/6/17,98.33,100.59,1331,3013
6/6/17,98.33,100.59,1331,3013
7/6/17,98.33,100.59,1331,3013
8/6/17,98.33,100.59,1331,3013
9/6/17,98.33,100.59,1331,3013
10/6/17,98.33,100.59,1331,3013
11/6/17,98.33,100.59,1331,3013
12/6/17,98.33,100.59,1331,3013
13/6/17,98.33,100.59,1331,3013
14/6/17,98.33,100.59,1331,3013
15/6/17,98.33,100.59,1331,3013
16/6/17,98.33,100.59,1331,3013
17/6/17,98.33,100.59,1331,3013
18/6/17,98.33,100.59,1331,3013
19/6/17,98.33,100.59,1331,3013
20/6/17,98.33,100.59,1331,3013
21/6/17,98.33,100.59,1331,3013
22/6/17,98.33,100.59,1331,3013
23/6/17,98.33,100.59,1331,3013
24/6/17,98.33,100.59,1331,3013
25/6/17,98.33,100.59,1331,3013
26/6/17,98.33,100.59,1331,3013
27/6/17,98.33,100.59,1331,3013
28/6/17,98.33,100.59,1331,3013
29/6/17,98.33,100.59,1331,3013
30/6/17,98.33,100.59,1331,3013
1/7/17,99.06,98.61,1320,3020
2/7/17,99.06,98.61,1320,3020
3/7/17,99.06,98.61,1320,3020
4/7/17,99.06,98.61,1320,3020
5/7/17,99.06,98.61,1320,3020
6/7/17,99.06,98.61,1320,3020
7/7/17,99.06,98.61,1320,3020
8/7/17,99.06,98.61,1320,3020
9/7/17,99.06,98.61,1320,3020
10/7/17,99.06,98.61,1320,3020
11/7/17,99.06,98.61,1320,3020
12/7/17,99.06,98.61,1320,3020
13/7/17,99.06,98.61,1320,3020
14/7/17,99.06,98.61,1320,3020
15/7/17,99.06,98.61,1320,3020
16/7/17,99.06,98.61,1320,3020
17/7/17,99.06,98.61,1320,3020
18/7/17,99.06,98.61,1320,3020
19/7/17,99.06,98.61,1320,3020
20/7/17,99.06,98.61,1320,3020
21/7/17,99.06,98.61,1320,3020
22/7/17,99.06,98.61,1320,3020
23/7/17,99.06,98.61,1320,3020
24/7/17,99.06,98.61,1320,3020
25/7/17,99.06,98.61,1320,3020
26/7/17,99.06,98.61,1320,3020
27/7/17,99.06,98.61,1320,3020
28/7/17,99.06,98.61,1320,3020
29/7/17,99.06,98.61,1320,3020
30/7/17,99.06,98.61,1320,3020
31/7/17,99.06,98.61,1320,3020
1/8/17,98.31,98.84,1308,2999
2/8/17,98.31,98.84,1308,2999
3/8/17,98.31,98.84,1308,2999
4/8/17,98.31,98.84,1308,2999
5/8/17,98.31,98.84,1308,2999
6/8/17,98.31,98.84,1308,2999
7/8/17,98.31,98.84,1308,2999
8/8/17,98.31,98.84,1308,2999
9/8/17,98.31,98.84,1308,2999
10/8/17,98.31,98.84,1308,2999
11/8/17,98.31,98.84,1308,2999
12/8/17,98.31,98.84,1308,2999
13/8/17,98.31,98.84,1308,2999
14/8/17,98.31,98.84,1308,2999
15/8/17,98.31,98.84,1308,2999
16/8/17,98.31,98.84,1308,2999
17/8/17,98.31,98.84,1308,2999
18/8/17,98.31,98.84,1308,2999
19/8/17,98.31,98.84,1308,2999
20/8/17,98.31,98.84,1308,2999
21/8/17,98.31,98.84,1308,2999
22/8/17,98.31,98.84,1308,2999
23/8/17,98.31,98.84,1308,2999
24/8/17,98.31,98.84,1308,2999
25/8/17,98.31,98.84,1308,2999
26/8/17,98.31,98.84,1308,2999
27/8/17,98.31,98.84,1308,2999
28/8/17,98.31,98.84,1308,2999
29/8/17,98.31,98.84,1308,2999
30/8/17,98.31,98.84,1308,2999
31/8/17,98.31,98.84,1308,2999
1/9/17,98.4,99.73,1304,2960
2/9/17,98.4,99.73,1304,2960
3/9/17,98.4,99.73,1304,2960
4/9/17,98.4,99.73,1304,2960
5/9/17,98.4,99.73,1304,2960
6/9/17,98.4,99.73,1304,2960
7/9/17,98.4,99.73,1304,2960
8/9/17,98.4,99.73,1304,2960
9/9/17,98.4,99.73,1304,2960
10/9/17,98.4,99.73,1304,2960
11/9/17,98.4,99.73,1304,2960
12/9/17,98.4,99.73,1304,2960
13/9/17,98.4,99.73,1304,2960
14/9/17,98.4,99.73,1304,2960
15/9/17,98.4,99.73,1304,2960
16/9/17,98.4,99.73,1304,2960
17/9/17,98.4,99.73,1304,2960
18/9/17,98.4,99.73,1304,2960
19/9/17,98.4,99.73,1304,2960
20/9/17,98.4,99.73,1304,2960
21/9/17,98.4,99.73,1304,2960
22/9/17,98.4,99.73,1304,2960
23/9/17,98.4,99.73,1304,2960
24/9/17,98.4,99.73,1304,2960
25/9/17,98.4,99.73,1304,2960
26/9/17,98.4,99.73,1304,2960
27/9/17,98.4,99.73,1304,2960
28/9/17,98.4,99.73,1304,2960
29/9/17,98.4,99.73,1304,2960
30/9/17,98.4,99.73,1304,2960
1/10/17,98.99,98.15,1272,2915
2/10/17,98.99,98.15,1272,2915
3/10/17,98.99,98.15,1272,2915
4/10/17,98.99,98.15,1272,2915
5/10/17,98.99,98.15,1272,2915
6/10/17,98.99,98.15,1272,2915
7/10/17,98.99,98.15,1272,2915
8/10/17,98.99,98.15,1272,2915
9/10/17,98.99,98.15,1272,2915
10/10/17,98.99,98.15,1272,2915
11/10/17,98.99,98.15,1272,2915
12/10/17,98.99,98.15,1272,2915
13/10/17,98.99,98.15,1272,2915
14/10/17,98.99,98.15,1272,2915
15/10/17,98.99,98.15,1272,2915
16/10/17,98.99,98.15,1272,2915
17/10/17,98.99,98.15,1272,2915
18/10/17,98.99,98.15,1272,2915
19/10/17,98.99,98.15,1272,2915
20/10/17,98.99,98.15,1272,2915
21/10/17,98.99,98.15,1272,2915
22/10/17,98.99,98.15,1272,2915
23/10/17,98.99,98.15,1272,2915
24/10/17,98.99,98.15,1272,2915
25/10/17,98.99,98.15,1272,2915
26/10/17,98.99,98.15,1272,2915
27/10/17,98.99,98.15,1272,2915
28/10/17,98.99,98.15,1272,2915
29/10/17,98.99,98.15,1272,2915
30/10/17,98.99,98.15,1272,2915
31/10/17,98.99,98.15,1272,2915
1/11/17,99.57,100.85,1262,2894
2/11/17,99.57,100.85,1262,2894
3/11/17,99.57,100.85,1262,2894
4/11/17,99.57,100.85,1262,2894
5/11/17,99.57,100.85,1262,2894
6/11/17,99.57,100.85,1262,2894
7/11/17,99.57,100.85,1262,2894
8/11/17,99.57,100.85,1262,2894
9/11/17,99.57,100.85,1262,2894
10/11/17,99.57,100.85,1262,2894
11/11/17,99.57,100.85,1262,2894
12/11/17,99.57,100.85,1262,2894
13/11/17,99.57,100.85,1262,2894
14/11/17,99.57,100.85,1262,2894
15/11/17,99.57,100.85,1262,2894
16/11/17,99.57,100.85,1262,2894
17/11/17,99.57,100.85,1262,2894
18/11/17,99.57,100.85,1262,2894
19/11/17,99.57,100.85,1262,2894
20/11/17,99.57,100.85,1262,2894
21/11/17,99.57,100.85,1262,2894
22/11/17,99.57,100.85,1262,2894
23/11/17,99.57,100.85,1262,2894
24/11/17,99.57,100.85,1262,2894
25/11/17,99.57,100.85,1262,2894
26/11/17,99.57,100.85,1262,2894
27/11/17,99.57,100.85,1262,2894
28/11/17,99.57,100.85,1262,2894
29/11/17,99.57,100.85,1262,2894
30/11/17,99.57,100.85,1262,2894
1/12/17,98.85,99.19,1232,2844
2/12/17,98.85,99.19,1232,2844
3/12/17,98.85,99.19,1232,2844
4/12/17,98.85,99.19,1232,2844
5/12/17,98.85,99.19,1232,2844
6/12/17,98.85,99.19,1232,2844
7/12/17,98.85,99.19,1232,2844
8/12/17,98.85,99.19,1232,2844
9/12/17,98.85,99.19,1232,2844
10/12/17,98.85,99.19,1232,2844
11/12/17,98.85,99.19,1232,2844
12/12/17,98.85,99.19,1232,2844
13/12/17,98.85,99.19,1232,2844
14/12/17,98.85,99.19,1232,2844
15/12/17,98.85,99.19,1232,2844
16/12/17,98.85,99.19,1232,2844
17/12/17,98.85,99.19,1232,2844
18/12/17,98.85,99.19,1232,2844
19/12/17,98.85,99.19,1232,2844
20/12/17,98.85,99.19,1232,2844
21/12/17,98.85,99.19,1232,2844
22/12/17,98.85,99.19,1232,2844
23/12/17,98.85,99.19,1232,2844
24/12/17,98.85,99.19,1232,2844
25/12/17,98.85,99.19,1232,2844
26/12/17,98.85,99.19,1232,2844
27/12/17,98.85,99.19,1232,2844
28/12/17,98.85,99.19,1232,2844
29/12/17,98.85,99.19,1232,2844
30/12/17,98.85,99.19,1232,2844
31/12/17,98.85,99.19,1232,2844
1/1/18,99.05,98.15,1215,2865
2/1/18,99.05,98.15,1215,2865
3/1/18,99.05,98.15,1215,2865
4/1/18,99.05,98.15,1215,2865
5/1/18,99.05,98.15,1215,2865
6/1/18,99.05,98.15,1215,2865
7/1/18,99.05,98.15,1215,2865
8/1/18,99.05,98.15,1215,2865
9/1/18,99.05,98.15,1215,2865
10/1/18,99.05,98.15,1215,2865
11/1/18,99.05,98.15,1215,2865
12/1/18,99.05,98.15,1215,2865
13/1/18,99.05,98.15,1215,2865
14/1/18,99.05,98.15,1215,2865
15/1/18,99.05,98.15,1215,2865
16/1/18,99.05,98.15,1215,2865
17/1/18,99.05,98.15,1215,2865
18/1/18,99.05,98.15,1215,2865
19/1/18,99.05,98.15,1215,2865
20/1/18,99.05,98.15,1215,2865
21/1/18,99.05,98.15,1215,2865
22/1/18,99.05,98.15,1215,2865
23/1/18,99.05,98.15,1215,2865
24/1/18,99.05,98.15,1215,2865
25/1/18,99.05,98.15,1215,2865
26/1/18,99.05,98.15,1215,2865
27/1/18,99.05,98.15,1215,2865
28/1/18,99.05,98.15,1215,2865
29/1/18,99.05,98.15,1215,2865
30/1/18,99.05,98.15,1215,2865
31/1/18,99.05,98.15,1215,2865
1/2/18,99.31,99.7,1210,2846
2/2/18,99.31,99.7,1210,2846
3/2/18,99.31,99.7,1210,2846
4/2/18,99.31,99.7,1210,2846
5/2/18,99.31,99.7,1210,2846
6/2/18,99.31,99.7,1210,2846
7/2/18,99.31,99.7,1210,2846
8/2/18,99.31,99.7,1210,2846
9/2/18,99.31,99.7,1210,2846
10/2/18,99.31,99.7,1210,2846
11/2/18,99.31,99.7,1210,2846
12/2/18,99.31,99.7,1210,2846
13/2/18,99.31,99.7,1210,2846
14/2/18,99.31,99.7,1210,2846
15/2/18,99.31,99.7,1210,2846
16/2/18,99.31,99.7,1210,2846
17/2/18,99.31,99.7,1210,2846
18/2/18,99.31,99.7,1210,2846
19/2/18,99.31,99.7,1210,2846
20/2/18,99.31,99.7,1210,2846
21/2/18,99.31,99.7,1210,2846
22/2/18,99.31,99.7,1210,2846
23/2/18,99.31,99.7,1210,2846
24/2/18,99.31,99.7,1210,2846
25/2/18,99.31,99.7,1210,2846
26/2/18,99.31,99.7,1210,2846
27/2/18,99.31,99.7,1210,2846
28/2/18,99.31,99.7,1210,2846
1/3/18,99.4,99.86,1196,2806
2/3/18,99.4,99.86,1196,2806
3/3/18,99.4,99.86,1196,2806
4/3/18,99.4,99.86,1196,2806
5/3/18,99.4,99.86,1196,2806
6/3/18,99.4,99.86,1196,2806
7/3/18,99.4,99.86,1196,2806
8/3/18,99.4,99.86,1196,2806
9/3/18,99.4,99.86,1196,2806
10/3/18,99.4,99.86,1196,2806
11/3/18,99.4,99.86,1196,2806
12/3/18,99.4,99.86,1196,2806
13/3/18,99.4,99.86,1196,2806
14/3/18,99.4,99.86,1196,2806
15/3/18,99.4,99.86,1196,2806
16/3/18,99.4,99.86,1196,2806
17/3/18,99.4,99.86,1196,2806
18/3/18,99.4,99.86,1196,2806
19/3/18,99.4,99.86,1196,2806
20/3/18,99.4,99.86,1196,2806
21/3/18,99.4,99.86,1196,2806
22/3/18,99.4,99.86,1196,2806
23/3/18,99.4,99.86,1196,2806
24/3/18,99.4,99.86,1196,2806
25/3/18,99.4,99.86,1196,2806
26/3/18,99.4,99.86,1196,2806
27/3/18,99.4,99.86,1196,2806
28/3/18,99.4,99.86,1196,2806
29/3/18,99.4,99.86,1196,2806
30/3/18,99.4,99.86,1196,2806
31/3/18,99.4,99.86,1196,2806
1/4/18,99.53,98.76,1200,2810
2/4/18,99.53,98.76,1200,2810
3/4/18,99.53,98.76,1200,2810
4/4/18,99.53,98.76,1200,2810
5/4/18,99.53,98.76,1200,2810
6/4/18,99.53,98.76,1200,2810
7/4/18,99.53,98.76,1200,2810
8/4/18,99.53,98.76,1200,2810
9/4/18,99.53,98.76,1200,2810
10/4/18,99.53,98.76,1200,2810
11/4/18,99.53,98.76,1200,2810
12/4/18,99.53,98.76,1200,2810
13/4/18,99.53,98.76,1200,2810
14/4/18,99.53,98.76,1200,2810
15/4/18,99.53,98.76,1200,2810
16/4/18,99.53,98.76,1200,2810
17/4/18,99.53,98.76,1200,2810
18/4/18,99.53,98.76,1200,2810
19/4/18,99.53,98.76,1200,2810
20/4/18,99.53,98.76,1200,2810
21/4/18,99.53,98.76,1200,2810
22/4/18,99.53,98.76,1200,2810
23/4/18,99.53,98.76,1200,2810
24/4/18,99.53,98.76,1200,2810
25/4/18,99.53,98.76,1200,2810
26/4/18,99.53,98.76,1200,2810
27/4/18,99.53,98.76,1200,2810
28/4/18,99.53,98.76,1200,2810
29/4/18,99.53,98.76,1200,2810
30/4/18,99.53,98.76,1200,2810
1/5/18,99.54,99.23,1210,2817
2/5/18,99.54,99.23,1210,2817
3/5/18,99.54,99.23,1210,2817
4/5/18,99.54,99.23,1210,2817
5/5/18,99.54,99.23,1210,2817
6/5/18,99.54,99.23,1210,2817
7/5/18,99.54,99.23,1210,2817
8/5/18,99.54,99.23,1210,2817
9/5/18,99.54,99.23,1210,2817
10/5/18,99.54,99.23,1210,2817
11/5/18,99.54,99.23,1210,2817
12/5/18,99.54,99.23,1210,2817
13/5/18,99.54,99.23,1210,2817
14/5/18,99.54,99.23,1210,2817
15/5/18,99.54,99.23,1210,2817
16/5/18,99.54,99.23,1210,2817
17/5/18,99.54,99.23,1210,2817
18/5/18,99.54,99.23,1210,2817
19/5/18,99.54,99.23,1210,2817
20/5/18,99.54,99.23,1210,2817
21/5/18,99.54,99.23,1210,2817
22/5/18,99.54,99.23,1210,2817
23/5/18,99.54,99.23,1210,2817
24/5/18,99.54,99.23,1210,2817
25/5/18,99.54,99.23,1210,2817
26/5/18,99.54,99.23,1210,2817
27/5/18,99.54,99.23,1210,2817
28/5/18,99.54,99.23,1210,2817
29/5/18,99.54,99.23,1210,2817
30/5/18,99.54,99.23,1210,2817
31/5/18,99.54,99.23,1210,2817
1/6/18,100.31,100.97,1207,2806
2/6/18,100.31,100.97,1207,2806
3/6/18,100.31,100.97,1207,2806
4/6/18,100.31,100.97,1207,2806
5/6/18,100.31,100.97,1207,2806
6/6/18,100.31,100.97,1207,2806
7/6/18,100.31,100.97,1207,2806
8/6/18,100.31,100.97,1207,2806
9/6/18,100.31,100.97,1207,2806
10/6/18,100.31,100.97,1207,2806
11/6/18,100.31,100.97,1207,2806
12/6/18,100.31,100.97,1207,2806
13/6/18,100.31,100.97,1207,2806
14/6/18,100.31,100.97,1207,2806
15/6/18,100.31,100.97,1207,2806
16/6/18,100.31,100.97,1207,2806
17/6/18,100.31,100.97,1207,2806
18/6/18,100.31,100.97,1207,2806
19/6/18,100.31,100.97,1207,2806
20/6/18,100.31,100.97,1207,2806
21/6/18,100.31,100.97,1207,2806
22/6/18,100.31,100.97,1207,2806
23/6/18,100.31,100.97,1207,2806
24/6/18,100.31,100.97,1207,2806
25/6/18,100.31,100.97,1207,2806
26/6/18,100.31,100.97,1207,2806
27/6/18,100.31,100.97,1207,2806
28/6/18,100.31,100.97,1207,2806
29/6/18,100.31,100.97,1207,2806
30/6/18,100.31,100.97,1207,2806
1/7/18,101.19,100.86,1212,2825
2/7/18,101.19,100.86,1212,2825
3/7/18,101.19,100.86,1212,2825
4/7/18,101.19,100.86,1212,2825
5/7/18,101.19,100.86,1212,2825
6/7/18,101.19,100.86,1212,2825
7/7/18,101.19,100.86,1212,2825
8/7/18,101.19,100.86,1212,2825
9/7/18,101.19,100.86,1212,2825
10/7/18,101.19,100.86,1212,2825
11/7/18,101.19,100.86,1212,2825
12/7/18,101.19,100.86,1212,2825
13/7/18,101.19,100.86,1212,2825
14/7/18,101.19,100.86,1212,2825
15/7/18,101.19,100.86,1212,2825
16/7/18,101.19,100.86,1212,2825
17/7/18,101.19,100.86,1212,2825
18/7/18,101.19,100.86,1212,2825
19/7/18,101.19,100.86,1212,2825
20/7/18,101.19,100.86,1212,2825
21/7/18,101.19,100.86,1212,2825
22/7/18,101.19,100.86,1212,2825
23/7/18,101.19,100.86,1212,2825
24/7/18,101.19,100.86,1212,2825
25/7/18,101.19,100.86,1212,2825
26/7/18,101.19,100.86,1212,2825
27/7/18,101.19,100.86,1212,2825
28/7/18,101.19,100.86,1212,2825
29/7/18,101.19,100.86,1212,2825
30/7/18,101.19,100.86,1212,2825
31/7/18,101.19,100.86,1212,2825
1/8/18,101.54,101.2,1231,2853
2/8/18,101.54,101.2,1231,2853
3/8/18,101.54,101.2,1231,2853
4/8/18,101.54,101.2,1231,2853
5/8/18,101.54,101.2,1231,2853
6/8/18,101.54,101.2,1231,2853
7/8/18,101.54,101.2,1231,2853
8/8/18,101.54,101.2,1231,2853
9/8/18,101.54,101.2,1231,2853
10/8/18,101.54,101.2,1231,2853
11/8/18,101.54,101.2,1231,2853
12/8/18,101.54,101.2,1231,2853
13/8/18,101.54,101.2,1231,2853
14/8/18,101.54,101.2,1231,2853
15/8/18,101.54,101.2,1231,2853
16/8/18,101.54,101.2,1231,2853
17/8/18,101.54,101.2,1231,2853
18/8/18,101.54,101.2,1231,2853
19/8/18,101.54,101.2,1231,2853
20/8/18,101.54,101.2,1231,2853
21/8/18,101.54,101.2,1231,2853
22/8/18,101.54,101.2,1231,2853
23/8/18,101.54,101.2,1231,2853
24/8/18,101.54,101.2,1231,2853
25/8/18,101.54,101.2,1231,2853
26/8/18,101.54,101.2,1231,2853
27/8/18,101.54,101.2,1231,2853
28/8/18,101.54,101.2,1231,2853
29/8/18,101.54,101.2,1231,2853
30/8/18,101.54,101.2,1231,2853
31/8/18,101.54,101.2,1231,2853
1/9/18,101.52,99.66,1272,2856
2/9/18,101.52,99.66,1272,2856
3/9/18,101.52,99.66,1272,2856
4/9/18,101.52,99.66,1272,2856
5/9/18,101.52,99.66,1272,2856
6/9/18,101.52,99.66,1272,2856
7/9/18,101.52,99.66,1272,2856
8/9/18,101.52,99.66,1272,2856
9/9/18,101.52,99.66,1272,2856
10/9/18,101.52,99.66,1272,2856
11/9/18,101.52,99.66,1272,2856
12/9/18,101.52,99.66,1272,2856
13/9/18,101.52,99.66,1272,2856
14/9/18,101.52,99.66,1272,2856
15/9/18,101.52,99.66,1272,2856
16/9/18,101.52,99.66,1272,2856
17/9/18,101.52,99.66,1272,2856
18/9/18,101.52,99.66,1272,2856
19/9/18,101.52,99.66,1272,2856
20/9/18,101.52,99.66,1272,2856
21/9/18,101.52,99.66,1272,2856
22/9/18,101.52,99.66,1272,2856
23/9/18,101.52,99.66,1272,2856
24/9/18,101.52,99.66,1272,2856
25/9/18,101.52,99.66,1272,2856
26/9/18,101.52,99.66,1272,2856
27/9/18,101.52,99.66,1272,2856
28/9/18,101.52,99.66,1272,2856
29/9/18,101.52,99.66,1272,2856
30/9/18,101.52,99.66,1272,2856
1/10/18,102.59,100.25,1261,2847
2/10/18,102.59,100.25,1261,2847
3/10/18,102.59,100.25,1261,2847
4/10/18,102.59,100.25,1261,2847
5/10/18,102.59,100.25,1261,2847
6/10/18,102.59,100.25,1261,2847
7/10/18,102.59,100.25,1261,2847
8/10/18,102.59,100.25,1261,2847
9/10/18,102.59,100.25,1261,2847
10/10/18,102.59,100.25,1261,2847
11/10/18,102.59,100.25,1261,2847
12/10/18,102.59,100.25,1261,2847
13/10/18,102.59,100.25,1261,2847
14/10/18,102.59,100.25,1261,2847
15/10/18,102.59,100.25,1261,2847
16/10/18,102.59,100.25,1261,2847
17/10/18,102.59,100.25,1261,2847
18/10/18,102.59,100.25,1261,2847
19/10/18,102.59,100.25,1261,2847
20/10/18,102.59,100.25,1261,2847
21/10/18,102.59,100.25,1261,2847
22/10/18,102.59,100.25,1261,2847
23/10/18,102.59,100.25,1261,2847
24/10/18,102.59,100.25,1261,2847
25/10/18,102.59,100.25,1261,2847
26/10/18,102.59,100.25,1261,2847
27/10/18,102.59,100.25,1261,2847
28/10/18,102.59,100.25,1261,2847
29/10/18,102.59,100.25,1261,2847
30/10/18,102.59,100.25,1261,2847
31/10/18,102.59,100.25,1261,2847
1/11/18,102.2,100.6,1261,2848
2/11/18,102.2,100.6,1261,2848
3/11/18,102.2,100.6,1261,2848
4/11/18,102.2,100.6,1261,2848
5/11/18,102.2,100.6,1261,2848
6/11/18,102.2,100.6,1261,2848
7/11/18,102.2,100.6,1261,2848
8/11/18,102.2,100.6,1261,2848
9/11/18,102.2,100.6,1261,2848
10/11/18,102.2,100.6,1261,2848
11/11/18,102.2,100.6,1261,2848
12/11/18,102.2,100.6,1261,2848
13/11/18,102.2,100.6,1261,2848
14/11/18,102.2,100.6,1261,2848
15/11/18,102.2,100.6,1261,2848
16/11/18,102.2,100.6,1261,2848
17/11/18,102.2,100.6,1261,2848
18/11/18,102.2,100.6,1261,2848
19/11/18,102.2,100.6,1261,2848
20/11/18,102.2,100.6,1261,2848
21/11/18,102.2,100.6,1261,2848
22/11/18,102.2,100.6,1261,2848
23/11/18,102.2,100.6,1261,2848
24/11/18,102.2,100.6,1261,2848
25/11/18,102.2,100.6,1261,2848
26/11/18,102.2,100.6,1261,2848
27/11/18,102.2,100.6,1261,2848
28/11/18,102.2,100.6,1261,2848
29/11/18,102.2,100.6,1261,2848
30/11/18,102.2,100.6,1261,2848
1/12/18,101.7,100.52,1262,2862
2/12/18,101.7,100.52,1262,2862
3/12/18,101.7,100.52,1262,2862
4/12/18,101.7,100.52,1262,2862
5/12/18,101.7,100.52,1262,2862
6/12/18,101.7,100.52,1262,2862
7/12/18,101.7,100.52,1262,2862
8/12/18,101.7,100.52,1262,2862
9/12/18,101.7,100.52,1262,2862
10/12/18,101.7,100.52,1262,2862
11/12/18,101.7,100.52,1262,2862
12/12/18,101.7,100.52,1262,2862
13/12/18,101.7,100.52,1262,2862
14/12/18,101.7,100.52,1262,2862
15/12/18,101.7,100.52,1262,2862
16/12/18,101.7,100.52,1262,2862
17/12/18,101.7,100.52,1262,2862
18/12/18,101.7,100.52,1262,2862
19/12/18,101.7,100.52,1262,2862
20/12/18,101.7,100.52,1262,2862
21/12/18,101.7,100.52,1262,2862
22/12/18,101.7,100.52,1262,2862
23/12/18,101.7,100.52,1262,2862
24/12/18,101.7,100.52,1262,2862
25/12/18,101.7,100.52,1262,2862
26/12/18,101.7,100.52,1262,2862
27/12/18,101.7,100.52,1262,2862
28/12/18,101.7,100.52,1262,2862
29/12/18,101.7,100.52,1262,2862
30/12/18,101.7,100.52,1262,2862
31/12/18,101.7,100.52,1262,2862
1/1/19,100.03,99.29,1270,2875
2/1/19,100.03,99.29,1270,2875
3/1/19,100.03,99.29,1270,2875
4/1/19,100.03,99.29,1270,2875
5/1/19,100.03,99.29,1270,2875
6/1/19,100.03,99.29,1270,2875
7/1/19,100.03,99.29,1270,2875
8/1/19,100.03,99.29,1270,2875
9/1/19,100.03,99.29,1270,2875
10/1/19,100.03,99.29,1270,2875
11/1/19,100.03,99.29,1270,2875
12/1/19,100.03,99.29,1270,2875
13/1/19,100.03,99.29,1270,2875
14/1/19,100.03,99.29,1270,2875
15/1/19,100.03,99.29,1270,2875
16/1/19,100.03,99.29,1270,2875
17/1/19,100.03,99.29,1270,2875
18/1/19,100.03,99.29,1270,2875
19/1/19,100.03,99.29,1270,2875
20/1/19,100.03,99.29,1270,2875
21/1/19,100.03,99.29,1270,2875
22/1/19,100.03,99.29,1270,2875
23/1/19,100.03,99.29,1270,2875
24/1/19,100.03,99.29,1270,2875
25/1/19,100.03,99.29,1270,2875
26/1/19,100.03,99.29,1270,2875
27/1/19,100.03,99.29,1270,2875
28/1/19,100.03,99.29,1270,2875
29/1/19,100.03,99.29,1270,2875
30/1/19,100.03,99.29,1270,2875
31/1/19,100.03,99.29,1270,2875
1/2/19,100.31,101.81,1249,2847
2/2/19,100.31,101.81,1249,2847
3/2/19,100.31,101.81,1249,2847
4/2/19,100.31,101.81,1249,2847
5/2/19,100.31,101.81,1249,2847
6/2/19,100.31,101.81,1249,2847
7/2/19,100.31,101.81,1249,2847
8/2/19,100.31,101.81,1249,2847
9/2/19,100.31,101.81,1249,2847
10/2/19,100.31,101.81,1249,2847
11/2/19,100.31,101.81,1249,2847
12/2/19,100.31,101.81,1249,2847
13/2/19,100.31,101.81,1249,2847
14/2/19,100.31,101.81,1249,2847
15/2/19,100.31,101.81,1249,2847
16/2/19,100.31,101.81,1249,2847
17/2/19,100.31,101.81,1249,2847
18/2/19,100.31,101.81,1249,2847
19/2/19,100.31,101.81,1249,2847
20/2/19,100.31,101.81,1249,2847
21/2/19,100.31,101.81,1249,2847
22/2/19,100.31,101.81,1249,2847
23/2/19,100.31,101.81,1249,2847
24/2/19,100.31,101.81,1249,2847
25/2/19,100.31,101.81,1249,2847
26/2/19,100.31,101.81,1249,2847
27/2/19,100.31,101.81,1249,2847
28/2/19,100.31,101.81,1249,2847
1/3/19,100.06,100.77,1233,2829
2/3/19,100.06,100.77,1233,2829
3/3/19,100.06,100.77,1233,2829
4/3/19,100.06,100.77,1233,2829
5/3/19,100.06,100.77,1233,2829
6/3/19,100.06,100.77,1233,2829
7/3/19,100.06,100.77,1233,2829
8/3/19,100.06,100.77,1233,2829
9/3/19,100.06,100.77,1233,2829
10/3/19,100.06,100.77,1233,2829
11/3/19,100.06,100.77,1233,2829
12/3/19,100.06,100.77,1233,2829
13/3/19,100.06,100.77,1233,2829
14/3/19,100.06,100.77,1233,2829
15/3/19,100.06,100.77,1233,2829
16/3/19,100.06,100.77,1233,2829
17/3/19,100.06,100.77,1233,2829
18/3/19,100.06,100.77,1233,2829
19/3/19,100.06,100.77,1233,2829
20/3/19,100.06,100.77,1233,2829
21/3/19,100.06,100.77,1233,2829
22/3/19,100.06,100.77,1233,2829
23/3/19,100.06,100.77,1233,2829
24/3/19,100.06,100.77,1233,2829
25/3/19,100.06,100.77,1233,2829
26/3/19,100.06,100.77,1233,2829
27/3/19,100.06,100.77,1233,2829
28/3/19,100.06,100.77,1233,2829
29/3/19,100.06,100.77,1233,2829
30/3/19,100.06,100.77,1233,2829
