Title,Summary,Date
"Market News International, 11:43, 3 January 2008, 368 words, (English)","...promoting safe-haven buying was fresh record crude oil price high, Nymex WTI crude futures hit $100 overnight. Prices eased lower after German unemployment declined more than expectation in Dec and November EMU M3 money supply higher than expectations. EGB ...",Q1
"NewsTrak Daily, 3 January 2008, 119 words, (English)","...restructuring its production plants in Singapore and Zhongshan, Guangdong. UDL sees a sharp rise in oil exploration work due to the high crude oil price. When the plant in Singapore and Zhongshan merge to produce 4 to 6 vessels of 5,000 tons each, it will have...",Q1
"Pakistan Press International Information Services, 3 January 2008, 336 words, (English)","Since Jan. 16, 2007 to Dec. 15, 2007, world crude oil price rose by 76.4% but remained frozen in domestic market. Diesel price went up by 68.1% but remained frozen in the country. Kerosene went up by 69.7% but remained frozen.",Q1
"Poland Business Daily, 15:20, 3 January 2008, 5424 words, (English)","...CENTRAL EUROPE – Warsaw's blue-chip WIG20 index closed up Thursday on the back of combined weak opening, encouraging U.S. data, and a crude oil price retreat, market insiders said, pointing though that uncertainties are still present on the market.",Q1
"Belfast Telegraph, 3 January 2008, 225 words, By Lesley-Anne Henry, (English)","Add this crude oil price rise to hikes in food prices, home heating oil and",Q1
"Evening Herald, 4 January 2008, 302 words, (English)","... week's price hikes reflect increases in global refined product costs dating back before New Year's Day, rather than the current crude oil price, gasoline and kerosene prices tend to follow crude oil prices. A Topaz spokesman said the increases were the result...",Q1
"Financial Times, 4 January 2008, 630 words, By JOHN AGLIONBY and ANDREW WOOD, (English)","Analysts believe the bullish trend is likely to continue at least into the second quarter of 2008 unless there is a collapse in the crude oil price, which touched the Dollars 100 per barrel level briefly on Wednesday.",Q1
"Financial Times, 4 January 2008, 744 words, By ED CROOKS, (English)","With the crude oil price trading either side of the Dollars 100 a barrel level, the obvious reaction is to mark up the oil companies.",Q1
"The Gold Coast Bulletin, 4 January 2008, 610 words, by Nick Nichols business editor, (English)","Fueltrac's Geoff Trotter yesterday said the latest surge in the West Texas Intermediate crude oil price, prompted by unrest in Pakistan and tensions in Nigeria, would add no more than an extra 2c a litre to petrol.",Q1
"The Globe and Mail, 4 January 2008, 795 words, SCOTT ADAMS, (English)",1. We estimate the stock's sensitivity to crude oil price using a proprietary model; sensitivity is indicated as percentage change in share price per 1% change in crude oil price.,Q1
"Irish Times, 4 January 2008, 346 words, BARRY O'HALLORAN, (English)","While this week's price hikes reflect increases in global refined product costs dating back before New Year's Day, rather than the current crude oil price, gasoline and kerosene prices tend to follow crude oil prices.",Q1
"The Korea Herald, 4 January 2008, 534 words, (English)","The surging crude oil price, which once reached $100 per barrel on Wednesday, is likely to put further pressure on the inflation rate in Korea, experts said yesterday.",Q1
"Reuters News, 13:55, 4 January 2008, 782 words, By Anna Driver, (English)","...be in the refining margins, which reached record levels in the first half of 2007 but fell sharply over the subsequent months as crude oil price gains outstripped those of gasoline, heating oil and diesel.",Q1
"Reuters News, 14:48, 4 January 2008, 797 words, By Anna Driver, (English)","...be in the refining margins, which reached record levels in the first half of 2007 but fell sharply over the subsequent months as crude oil price gains outstripped those of gasoline, heating oil and diesel.",Q1
"The Australian, 4 January 2008, 745 words, Tim Blue, Scott Murdoch, (English)","Gold futures hit a record, in US dollar terms, as did the crude oil price, which briefly touched $US100 a barrel. The price of wheat, which had eased after spiking on December 17, was back on the upward march again.",Q1
"The Australian, 4 January 2008, 419 words, Asa Wahlquist, (English)","``If you look at the soy bean price, or more specifically soy oil, its price is now certainly being driven by the crude oil price, because of the biodiesel substitutability,'' Mr Bartholomaeus said.",Q1
"BBC Monitoring Africa, 12:29, 4 January 2008, 744 words, (English)","The Nigerian National Petroleum Corporation (NNPC) yesterday debunked insinuations in some quarters that the recent rise in the crude oil price was as a result of recent militant attacks in Port Hacourt, capital of Rivers State. The Corporation attributed the...",Q1
"Bisnis Indonesia, 4 January 2008, 768 words, (English)","Crude oil price this year tends to increase to over US$100 per barrel, he inserted as quoted by Bloomberg.",Q1
"Bernama Daily Malaysian News, 4 January 2008, 287 words, (English)",A dealer said this was amid expectations that crude oil price would hit a new high soon.,Q1
"BusinessWorld, 4 January 2008, 648 words, Lovely Nica P. Lee, (English)","For 2008, however, concerns of a US economic slowdown, crude oil price volatility, and inflation resurgence cannot be overlooked, Mr. Abola said.",Q1
"Dow Jones Capital Markets Report, 6:21, 4 January 2008, 471 words, (English)","Now the temperature in the States is higher than even last year; however, the crude oil price has been about 76% higher than January 2007. Where has such huge demand - like a black hole - come from?
(Document CM00000020080104e4140001u)

	83.  	Factiva Licensed Content No emergency meeting on oil prices: CEPD
Central News Agency English News, 4 January 2008, 348 words, (By Flor Wang), (English)
... with a monthly floating pricing system designed to set oil and fuel prices in the domestic market in reference to international crude oil price.
(Document CNAENG0020080104e4140002t)

	84.  	Factiva Licensed Content First storm warnings - Oil spike and weak US data shock investors
The Courier-Mail, 4 January 2008, 770 words, Kerrie Sinclair, (English)
Dr Oliver said inflation in the US and Australia would head higher in coming months as a result of the high crude oil price.
(Document COUMAI0020080103e4140004j)

	85.  	Factiva Licensed Content Gasoline prices creep up as crude hits new record high
The Canadian Press, 19:33, 3 January 2008, 1051 words, BY LAUREN KRUGEL, (English)
The record-high crude oil price ``probably has some influence. But if one were monitoring the wholesale price of the products over the past two or three weeks they've actually been creeping up nonetheless,'' he said
(Document CPR0000020080104e41400097)

	86.  	Factiva Licensed Content Petrol expected to rise to R8 this year
Daily News, 4 January 2008, 364 words, Sharlene Packree, (English)
This is according to the Fuel Retailer Association (FRA) which predicts that motorists should prepare to fork out as much as R8 a litre as the crude oil price increases.
(Document DAILNW0020080105e41400005)

	87.  	Factiva Licensed Content TALK BACK: Puncturing Myths About The Rising Price Of Oil
Dow Jones News Service, 6:21, 4 January 2008, 471 words, (English)
Now the temperature in the States is higher than even last year; however, the crude oil price has been about 76% higher than January 2007. Where has such huge demand - like a black hole - come from?",Q1
"Dow Jones Commodities Service, 6:21, 4 January 2008, 471 words, (English)","Now the temperature in the States is higher than even last year; however, the crude oil price has been about 76% higher than January 2007. Where has such huge demand - like a black hole - come from?
(Document DJCS000020080104e41400020)

	89.  	Factiva Licensed Content Japan PM Fukuda: Crude Oil Price Rise Likely Temporary
Dow Jones International News, 19:38, 3 January 2008, 84 words, (English)
TOKYO (Dow Jones)--Japanese Prime Minister Yasuo Fukuda said Friday that the recent sharp rise in crude oil prices is likely temporary, but that they need to be watched.
(Document DJI0000020080104e4140000m)

	90.  	Factiva Licensed Content News Highlights: Top Economic Stories Of The Day
Dow Jones International News, 20:00, 3 January 2008, 551 words, (English)
JAPAN PM FUKUDA: CRUDE OIL PRICE RISE LIKELY TEMPORARY
(Document DJI0000020080104e4140000w)

	91.  	Factiva Licensed Content News Highlights: Top Economic Stories Of The Day
Dow Jones International News, 21:01, 3 January 2008, 639 words, (English)
JAPAN PM FUKUDA: CRUDE OIL PRICE RISE LIKELY TEMPORARY
(Document DJI0000020080104e4140001t)

	92.  	Factiva Licensed Content News Highlights: Top Economic Stories Of The Day
Dow Jones International News, 22:00, 3 January 2008, 678 words, (English)
JAPAN PM FUKUDA: CRUDE OIL PRICE RISE LIKELY TEMPORARY
(Document DJI0000020080104e4140002g)

	93.  	Factiva Licensed Content News Highlights: Top Economic Stories Of The Day
Dow Jones International News, 23:00, 3 January 2008, 602 words, (English)
JAPAN PM FUKUDA: CRUDE OIL PRICE RISE LIKELY TEMPORARY
(Document DJI0000020080104e41400033)

	94.  	Factiva Licensed Content News Highlights: Top Economic Stories Of The Day
Dow Jones International News, 0:00, 4 January 2008, 635 words, (English)
JAPAN PM FUKUDA: CRUDE OIL PRICE RISE LIKELY TEMPORARY
(Document DJI0000020080104e4140003u)

	95.  	Factiva Licensed Content TALK BACK: Puncturing Myths About The Rising Price Of Oil
Dow Jones International News, 6:21, 4 January 2008, 471 words, (English)
Now the temperature in the States is higher than even last year; however, the crude oil price has been about 76% higher than January 2007. Where has such huge demand - like a black hole - come from?",Q1
"DNA - Daily News & Analysis, 4 January 2008, 456 words, Jyoti Mukul, (English)",The government had in October worked out a package for oil companies at an average crude oil price of $70 a barrel but since then oil prices are reaching newer records. The last closing of Indian basket was $92.29 a barrel on Wednesday that was the highest ...,Q1
"The Times, 4 January 2008, 375 words, Steve Hawkes, Dearbail Jordan, (English)","The blow comes amid ever increasing pressure on wallets as petrol prices soar, records for the burgeoning crude oil price and energy companies prepare to raise gas bills.",Q1
"TV Databank, 4 January 2008, 246 words, (English)","...There is a possibility where the loan measures of the subprime complete the first stage in around spring and it settles down the crude oil price, too. Moreover, the Democratic Party is insisting on the tentative tax rate abolition for gasoline, and there is...",Q1
"Belfast Telegraph, 4 January 2008, 470 words, By Lesley-Anne Henry, (English)","Add this crude oil price rise to hikes in food prices, home heating oil and",Q1
"Global Insight Daily Analysis, 4 January 2008, 375 words, Raj Badiani, (English)","... good and service, but we expect the main development to have been higher energy and transportation prices after the dated Brent crude oil price reached a new record high of US$98.26 per barrel on 3 January 2008. In addition, we expect that higher food prices...",Q1
"Regulatory News Service, 5:30, 10 April 2008, 21351 words, (English)","...revenues. During 2007, the Brent crude oil price fluctuated between $50 and $96 per barrel and reached its peak of $96.03 at the end of December. In the beginning of the year lower oil prices were caused by warm weather in the Northern hemisphere and excessive...",Q2
"The Energy Journal, 1 April 2008, 6619 words, Brown, Stephen P.A. Yucel, Mine K., (English)","... and between the use of gas-fired and distillate-fired peaking plants for the generation of electricity. Because natural gas and crude oil price do not move in perfect synchronization, these findings suggest a continuum of substitution opportunities, with the...",Q2
"Penton Insight, 28 May 2008, 503 words, University of Illinois, (English)","Between 2003 and 2007, the majority of corn and soybean production cost increases can be attributed to crude oil price increases, according to a new University of Illinois Extension study.",Q2
"ASX ComNews (Text version of ASX Company Announcements), 4 April 2008, 41755 words, (English)","...oil price swaps which represents approximately 15% of its proved and probable reserves. The following sensitivity is based on the crude oil price risk exposures for derivatives in existence at the balance date. Had the crude oil price moved, as illustrated ...",Q2
"Regulatory News Service, 7:00, 4 June 2008, 12047 words, (English)","...quarter of 2008, the Brent crude oil price fluctuated between $87 and $110 per barrel and reached its peak of $109.10 at the middle of March. According to OPEC, the US dollar weakness against major currencies inspired increased investment in the commodities...",Q2
"Voxant FD (FAIR DISCLOSURE) WIRE, 11 May 2008, 5722 words, (English)","...unit at Sakai Refinery will go on-stream. And rationalization means cost reduction. And others are the JPY6b. And because of the crude oil price increase and cost increase, rationalization and efficiency improvement alone cannot offset those negative impacts...",Q2
"Marketwire (English), 1:00, 9 May 2008, 25390 words, (English)","...-------------------- Crude oil Crude oil price collars Apr 2008-Jun 2008 25,000 bbl/d US$60.00-US$80.44 WTI Apr 2008-Sep 2008 25,000 bbl/d US$60.00-US$80.46 WTI Jul 2008-Sep 2008 25,000 bbl/d US$70.00-US$123.75 WTI Mayan Apr 2008-Dec 2008 20,000 bbl/d US$50...",Q2
"The Handbook of World Stock, Derivative & Commodity Exchanges, 27 May 2008, 14806 words, (English)","Street address: World Financial Center, One North End Avenue, New York NY, 10282-1101, USA Telephone: +1 212 299 2000 Fax: +1 212 301 4700 Email: exchangeinfo@nymex.com",Q2
"The Handbook of World Stock, Derivative & Commodity Exchanges, 15 April 2008, 14696 words, (English)","Street address: World Financial Center, One North End Avenue, New York NY, 10282-1101, USA Telephone: +1 212 299 2000 Fax: +1 212 301 4700 Email: exchangeinfo@nymex.com",Q2
"The Handbook of World Stock, Derivative & Commodity Exchanges, 30 June 2008, 14806 words, (English)","Street address: World Financial Center, One North End Avenue, New York NY, 10282-1101, USA Telephone: +1 212 299 2000 Fax: +1 212 301 4700 Email: exchangeinfo@nymex.com",Q2
"Voxant FD (FAIR DISCLOSURE) WIRE, 28 April 2008, 4737 words, (English)","DAI HOULIANG: (interpreted) On the provision for the impairment laws of the inventory for E&P, in the same period last year, the crude oil price was standing at low level that some unrealized inventory profit has been translated into realized ones thus increasing...",Q2
"Market News Publishing, 8:24, 9 May 2008, 5022 words, (English)","...85 per barrel compared to $50.90 in the first quarter of 2007. The 2008 increase was a result of a 68 percent increase in $US WTI crude oil price, partially offset by a stronger Canadian dollar.",Q2
"Business Standard, 7 May 2008, 851 words, A K Bhattacharya, (English)","...cent of India’s total imports. That was huge. There is little doubt that this import bill will rise in the coming years, with the crude oil price showing no signs of settling below the $100-a-barrel mark. Note that the average price of India’s crude oil imports...",Q2
"Tex Energy Report, 15 May 2008, 313 words, (English)","...contango, expecting a future rise. On the other hand, for June CP, propane amounted to 88% and butane amounted to 91% compared with crude oil price due to rapidly soaring crude oil price. June CP dropped by around 10% compared with the previous month. CP seems...",Q2
"China Chemical Reporter, 16 May 2008, 3768 words, (English)","...million tons in the third quarter and 50.86 million tons in the fourth quarter. It presented a rising trend, being identical to the crude oil price trend in the international market.",Q2
"Bisnis Indonesia, 30 June 2008, 490 words, (English)","Chief Researcher at PT E-Capital Securities Aan Budiarto opined negative sentiments created by the soaring global crude oil price would not affect the index much. According to him, the bullish mining and plantation markets would absorb the negative effects.",Q2
"ASX ComNews (Text version of ASX Company Announcements), 6 June 2008, 36471 words, (English)",...5 /bbl 6 Rail Transport to Port US$2.50/bbl 0 30 40 50 60 -10 Crude Oil Price US$/bbl Figure 3 GTL Revenue Surplus vs Crude Price,Q2
"Financial Times (FT.Com), 3 May 2008, 640 words, Kevin Done, Aerospace Correspondent, (English)","After months of damaging retreat, many airline share prices have gained in recent days as the crude oil price fell back from its latest peak on Monday.",Q2
"Dow Jones Capital Markets Report, 5:57, 30 May 2008, 812 words, By Axel Rudolph, MSTA, (English)",Are base metals showing us the way ahead for the crude oil price and precious metal futures?,Q2
"Tex Energy Report, 11 June 2008, 258 words, (English)","... vice-minister of economy, trade and industry stated that the movement of speculative funds has become the main cause of soaring crude oil price, saying "" I felt anger when I heard crude oil price largely rose after Goldman Sachs and Morgan Stanley announced...",Q2
"Tex Energy Report, 28 April 2008, 262 words, (English)","...price reached US$119.37/bbl. Nobuo Tanaka, an executive director of IEA(International Energy Agency) admitted publicly that soaring crude oil price has not been caused by crude oil shortfall in the spot market. The crude oil price, which has been loosing touch...",Q2
"TV Databank, 13 June 2008, 380 words, (English)","...purchase so that a cheap feeling may extend for the investor in the foreign country that has dealings with other currencies, and the crude oil price soars in addition. The crude oil price keeps soaring though it becomes dollar amount recently. Morgan Stanley...",Q2
"Bisnis Indonesia, 21 April 2008, 685 words, (English)","...Center for Petroleum and Energy Economics Studies Kurtubi said it was inevitable to raise fuel prices following the soaring global crude oil price. BP Migas, he continued, should also boost oil lifting volume, reduce cost recovery, and accelerate fuel-to-gas...",Q2
