Title,Summary,Date
"Financial Times, 4 January 2008, 345 words, By NEIL HUME and ROBERT ORR, (English)",ReNeuron Group fell sharply yesterday after US authorities further delayed its application to begin clinical trials of its stem cell therapy used for stroke.,Q1
"Sunday Mercury, 13 January 2008, 64 words, (English)",FORMER Villa star Paul Merson avoided losing his home after he reached an agreement with his bank. The ex-England midfielder faced the threat of repossession after falling behind with monthly repayments to the bank.,Q1
"Economic Development & Cultural Change, 1 January 2008, 23 words, Shahidur R Khandker, (English)",The Economics of Microfinance by Beatriz Armendariz de Aghion and Jonathan Morduch is reviewed.,Q1
"Xinhua's China Economic Information Service, 3 January 2008, 9 words, (English)",Flash: AEGON-CNOOC Life Insurance approved to expand capital,Q1
"Dow Jones Global FX & Fixed Income News, 5:09, 23 January 2008, 7 words, (English)",Clarification - Fitch Upgrades TMB Bank's Ratings,Q1
"Thai News Service, 24 January 2008, 48 words, (English)",Section: Corporate News - Fitch Ratings (Thailand) Limited has today upgraded the National subordinated debt rating of TMB Bank PLC (TMB) to 'A(tha)' from 'A-(tha)' (A minus (tha)).,Q1
"NPR: Morning Edition, 1 February 2008, 16 words, Eleanor Beardsley, Eleanor Beardsley, (English)",RENEE MONTAGNE: It's MORNING EDITION.,Q1
"Dow Jones Global Equities News, 4:23, 23 January 2008, 6 words, (English)",Fitch Upgrades TMB Bank's Ratings,Q1
"Dow Jones Global Equities News, 5:09, 23 January 2008, 7 words, (English)",Clarification - Fitch Upgrades TMB Bank's Ratings,Q1
"Dow Jones Global Equities News, 2:00, 2 January 2008, 15 words, (English)",S&P Cuts TMB Bank's Hybrid Tier-1 Issue Rating To 'D' From 'CC',Q1
"Euromoney, 1 February 2008, 462 words, Guy Norton, (English)","Ulan Bator has become the latest destination for hedge fund managers, following the creation of the first offshore investment fund to be focused exclusively on Mongolia. The Mongolia Discovery Fund has been established by Lavisher Duane, ...",Q1
"Australian Company News Bites - Sector Report, 8 January 2008, 1039 words, (English)",AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The S&P/ASX 50 Index was down 45.2 points or 0.8% to 5929.5 on January 8. It traded between a low of 5918.7 and a high of 5996.1.,Q1
"Australian Company News Bites - Sector Report, 8 January 2008, 215 words, (English)",AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The Containers & Packaging Sector market capitalisation (MCap) rose by $5.62 million or 0.1% to $5.97 billion on January 8.,Q1
"Australian Company News Bites - Sector Report, 8 January 2008, 988 words, (English)",AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The Warrants Sector market capitalisation (MCap) fell by $7.5 billion or 0.8% to $970.42 billion on January 8.,Q1
"The Commercial Appeal, 19 January 2008, 486 words, David Flaum, David Flaum, (English)","Longleaf Partners Fund opened to new investors Friday for the first time in 31/2 years -- temporarily. The 20-year-old mutual fund, one of three under the Memphis-based Southeastern Asset Management Co. umbrella, puts investor cash in stocks ...",Q1
"The Wall Street Journal, 16 January 2008, 183 words, (English)","General Electric Co., Credit Suisse Group and Abu Dhabi plan to launch a $1 billion fund to invest in infrastructure in the Middle East in the first quarter, people familiar with the matter said. The companies and Abu Dhabi-owned investment ...",Q1
"Reuters News, 12:45, 18 January 2008, 152 words, (English)","LONDON, Jan 18 (Reuters) - Four banks are leading a fully underwritten 3.5 billion euro ($5.13 billion) loan backing Vivendi's purchases of U.S. video games maker Activision and fixed-line operator Neuf Cegetel .",Q1
"Market News Publishing, 3:56, 2 January 2008, 598 words, (English)",Standard & Poor's Ratings Services said today it has lowered its issue credit rating on Thailand's TMB Bank Public Co. Ltd.'s (TMB) hybrid Tier-1 issue to 'D' from 'CC'. This comes after the bank said it would not pay interest on its US$200...,Q1
"AFX Asia, 8 January 2008, 448 words, (English)",HONG KONG (Thomson Financial) - Shares in Air China Ltd and Hong Kong's Cathay Pacific Airways opened higher on Tuesday after both companies said they would support and participate in China National Aviation Corp's counterbid for China ...,Q1
"Standard Federal Tax Reports: Taxes on Parade, 10 January 2008, 55 words, Anonymous, (English)","The IRS has issued REG-136701-07, under Section 401(a)(35), governing the tightened diversification requirements required by the Pension Protection Act of 2006 (PPA) for certain defined contribution (DC) plans that hold publicly traded",Q1
"The Globe and Mail (Breaking News), 28 January 2008, 833 words, Eric Reguly, ERIC REGULY, (English)","ROME -- Société Générale SA struggled Monday to defend its stated assertion that Jérôme Kerviel, the young trader the French banking giant accuses of massive fraud, acted entirely undetected for almost a year as his trading positions climbed ...",Q1
"Standard Federal Tax Reports: Taxes on Parade, 10 January 2008, 71 words, Anonymous, (English)","The IRS has issued REG-139236-07 for measuring plan assets and liabilities, to help determine funding requirements for single employer defined benefit plans. The proposed regs specify the interest rates used to determine present value under",Q1
"The Boston Globe, 30 January 2008, 108 words, (English)","MONEY & MARKETS / MASS. MOVERS Moody's Investors Service upgraded Worcester-based Hanover Insurance Group 's credit rating, lifting it out of junk territory, and said the insurer's business prospects have stabilized. Moody's upgraded the ...",Q1
"Tenders Electronic Daily, 15 January 2008, 1384 words, (English)",Document number...........: ND:9257-2008 Journal number............: 9/2008 Date received by EUR-OP...: 08:01:2008 Date sent to EUR-OP.......: 07:01:2008,Q1
"Guardian.co.uk, 24 January 2008, 499 words, (English)","Fashion label has abandoned plans for a £1.5bn stock market float in Amsterdam, blaming the turmoil in global markets. Fashion label Tommy Hilfiger has abandoned plans for a £1.5bn stock market float in Amsterdam, blaming the turmoil in ...",Q1
"Leveraged Finance News, 7 January 2008, 784 words, Richard Kellerhals, (English)","With defaults expected to rise anywhere from 2% to 5% in 2008, some investors are looking for the ratings agencies to boost their due diligence when assigning a credit facility's recovery rating. But, Standard & Poor's , Moody's Investors ...",Q1
"Australian Company News Bites - Trading Floor, 17 January 2008, 866 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Keycorp (ASX: KYC) plummeted 2.5c (9.4%) to 24c. Compared with the All Ordinaries Index which rose 20.9 points (or 0.4%) on the day, this represented a relative price change of -9.8%.",Q1
"ASX ComNews (Text version of ASX Company Announcements), 29 January 2008, 413 words, (English)","Shareholders vote in favour of Bendigo and Adelaide Bank Ltd Bendigo, Tuesday 29 January 2008: Bendigo Bank shareholders have voted to change the name of the company to Bendigo and Adelaide Bank Limited following today’s Extraordinary ...",Q1
"Australian Company News Bites - Stock Report, 15 January 2008, 554 words, (English)","AUSTRALIAN COMPANY NEWS BITES STOCK REPORT Keycorp (ASX: KYC) climbed 1c (3.9 %) to 26.5c on Tuesday January 15. Compared with the All Ordinaries Index which fell 30.5 points (or 0.5%) on the day, this represented a relative price change of ...",Q1
"Reuters News, 1:40, 13 January 2008, 120 words, (English)","DUBAI, Jan 13 (Reuters) - Abu Dhabi National Energy Co (Taqa) said on Sunday it had agreed on a $3.1 billion, one-year credit facility with several international lenders.",Q1
"Associated Press Newswires, 10:45, 30 January 2008, 142 words, (English)","NEW YORK (AP) - Credit rating agency Moody's Investors Service on Wednesday downgraded the long-term deposit rating for Flagstar Bank , the banking subsidiary of Flagstar Bancorp Inc. , the banking subsidiary of",Q1
"Bangkok Post, 9 January 2008, 540 words, (English)","CHAROEN KITTIKANYA ING Life, the Thai insurance unit of the Dutch financial-services giant ING Group, forecast the best-ever operating performance this year, particularly driven by the recently agreed partnership with TMB Bank.",Q1
"Cancer Weekly, 22 January 2008, 490 words, (English)","2008 JAN 22 - (NewsRx.com) -- Primera Biosystems, Inc., an emerging molecular diagnostics company with assay programs in infectious disease and oncology, announced that it has closed on $21 million of Series B financing led by Abingworth ...",Q1
"Xinhua Financial Network (XFN) News, 9 January 2008, 427 words, (English)",HONG KONG (XFN-ASIA) - Share prices are expected to open lower following another sell-off on Wall Street amid growing worries over the US economy and corporate earnings. The US markets tumbled overnight after the National Association of ...,Q1
"Australian Company News Bites, 11 January 2008, 123 words, (English)","AUSTRALIAN COMPANY NEWS BITES SOURCED FROM INFORMATION LODGED WITH THE AUSTRALIAN STOCK EXCHANGE 452 Capital sold 1,589,486 Amcor shares on January 9, falling below five percent and ceasing to be a substantial shareholder.",Q1
"Reuters News, 2:23, 9 January 2008, 495 words, (English)","TOKYO, Jan 9 (Reuters) - Following are terms and conditions of newly launched or planned Japanese corporate and agency bond issues. The list covers:",Q1
"Dow Jones Energy Service, 6:54, 14 January 2008, 333 words, (English)","LONDON (Dow Jones)--Environmental pressure group WWF and the Abu Dhabi Future Energy Co. Monday published plans for the world's first carbon-neutral, waste-free and car-free city.",Q1
"Australian Company News Bites - Sector Report, 22 January 2008, 430 words, (English)",AUSTRALIAN COMPANY NEWS BITES SECTOR REPORT The Containers & Packaging Sector market capitalisation (MCap) rose by $40.05 million or 0.7% to $5.91 billion on January 22.,Q1
"Gastroenterology Week, 21 January 2008, 490 words, (English)","2008 JAN 21 - (NewsRx.com) -- Primera Biosystems, Inc., an emerging molecular diagnostics company with assay programs in infectious disease and oncology, announced that it has closed on $21 million of Series B financing led by Abingworth ...",Q1
"The Times, 10 January 2008, 508 words, Dominic Walsh, Siobhan Kennedy, Dominic Walsh, (English)","* Yau sells Hakkasan and Yauatcha eateries * Deal signals top-end economy still buoyant Alan Yau, one of London's top restauranteurs, has sold his two exclusive Michelin-stared Chinese restaurants for $60million (Pounds 30.5million) to funds ...",Q1
"Agence France Presse, 5:02, 17 January 2008, 296 words, HIH, (English)","TOKYO, Jan 17, 2008 (AFP) - The Tokyo Stock Exchange and the Abu Dhabi Securities Market signed a deal Thursday for a future tie-up as competition heats up among major bourses.",Q1
"Business News Americas, 11 January 2008, 347 words, (English)","IDB has approved a US$750,000 donation from its sustainable energy and climate change initiative to carry out biofuels production feasibility studies, initially in the Dominican Republic, El Salvador and Haiti.",Q1
"Ralph Wragg Australian Business News, 24 January 2008, 279 words, (English)","Sydney - Thursday - January 24: (RWE Aust Business News) - A list of changes of management within ASX-listed companies: Moving in ... * Quickflix Ltd has appointed COO Simon Hodge as managing director, taking over from Stephen Langsford who ...",Q1
"Banking & Financial Services Policy Report, 1 February 2008, 297 words, Steven Semeraro, (English)","Credit card interchange fees - the charges that merchants effectively pay to card issuers for credit card acceptance - amount to an enormous transfer payment from the retail business community, primarily to the banking industry. In 2006,",Q1
"Banking & Financial Services Policy Report, 1 February 2008, 220 words, Michael D Fielding, (English)",One of the most intriguing aspects of modern commercial law and practice is the intersection between the Bankruptcy Code and the Federal Arbitration Act. This crossroad brings two diametrically different concepts into a head-on collision.,Q1
"Banking & Financial Services Policy Report, 1 February 2008, 185 words, Lawrence A Young; Heather Heath McIntyre, (English)","The Fair Debt Collection Practices Act (FDCPA) governs collection actions against consumers. The FDCPA is meant to protect consumers from abusive tactics often employed by debt collectors, including harassment, misleading or false",Q1
"GlobalCapital, 25 January 2008, 777 words, (English)","THE FRENCH investment grade loan market — already western Europe’s busiest this year — will get a further boost next week when Fortis Bank , HSBC , Royal Bank of Scotland and Société Générale launch Vivendi’s Eu3.5bn acquisition loan.",Q1
"Euroweek, 25 January 2008, 207 words, (English)","Pelham, the bank’s head of loan syndications in Europe and Asia Pacific, spent 5-1/2 years at Bank of America, having joined from JP Morgan in April 2002.",Q1
"Australian Company News Bites - Trading Floor, 9 January 2008, 977 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Keycorp (ASX: KYC) registered a 1497.7 % jump in average value per trade today of $7,251.52 compared with its 5-days average of $453.88. This may suggest large orders and a change in the profile of ...",Q1
"Market News Publishing, 17:32, 3 January 2008, 459 words, (English)","By Recent Morgan Stanley , CDWR Rating Actions Jan. 3, 2008-- Standard & Poor's Ratings Services said that the recent placement of the Morgan Stanley 'AA-' rating on CreditWatch with negative implications and the upgrade of the California ...",Q1
"Dow Jones News Service, 10:42, 11 January 2008, 491 words, (English)",DOW JONES NEWSWIRES Bank of America Corp. 's (BAC) plan to acquire troubled mortgage company Countrywide Financial Corp. (CFC) for $4 billion in an all-stock deal may hurt its credit ratings while helping Countrywide's.,Q1
"Market News Publishing, 15:30, 3 January 2008, 374 words, (English)","Morgan Stanley CreditWatch Placement NEW YORK Jan. 3, 2008-- Standard & Poor's Ratings Services said that its recent placement of the Morgan Stanley 'AA-' rating on CreditWatch with negative implications will not affect the 'BBB-' rating of ...",Q1
"Market News Publishing, 15:30, 3 January 2008, 354 words, (English)","CDWR Rating Upgrade NEW YORK Jan. 3, 2008-- Standard & Poor's Ratings Services said that its recent upgrade of the California Department of Water Resources (CDWR) rating to 'A' from 'A-' will not affect the 'BBB'-rated senior secured notes ...",Q1
"Vietnam News Brief Service, 9 January 2008, 153 words, (English)",The Bank for Investment and Development of Viet Nam (BIDV) will float about 30 million corporate long-term bonds worth VND3 trillion ($187.5 million) on Hochiminh Securities Exchange (HOSE) January 17.,Q1
"ISI Emerging Markets Africawire, 24 January 2008, 688 words, (English)","DisplayDCAd('220x240','1','');The admission by French bank SociÃ©tÃ© GÃ©nÃ©rale on Thursday that a single trader had defrauded it of €4,9-billion ($7,15-billion) is just the latest example of how a rogue operator can blow a huge chunk of a ...",Q1
"Organisation of Asia-Pacific News Agencies, 11:56, 15 January 2008, 409 words, (English)","Abu Dhabi, Jan 18, 2008 (WAM) - US President George W. Bush and General Sheikh Mohammad bin Zayed Al Nahyan, Crown Prince of Abu Dhabi, were briefed on the activities of Masdar in Bush's final stop in Abu Dhabi.",Q1
"Australian Associated Press Financial News Wire, 29 January 2008, 491 words, (English)","HIGHLIGHTS SYDNEY, Jan 29 AAP - Highlights of the AAP Finance Wire for Tuesday, January 29: MELBOURNE - Diversified manufacturer GUD Holdings Ltd has sharp rise in first half profit and says its annual earnings increase could rise by close ...",Q1
"FinancialWire, 3 January 2008, 310 words, (English)","(Distributed for Investrend Communications, Inc. via M2 Communications Ltd ( www.m2.com January 3, 2008 (FinancialWire) A subsidiary of Acacia Research Corp. (NASDAQ: ACTG) and Sprint Nextel Corp. (NYSE: S) have settled a lawsuit ...",Q1
"TaxFacts Intelligence, 1 February 2008, 110 words, Joseph F Stenken; John H Fenton, (English)",The Tax Increase Prevention Act of 2007 increased the exemption amounts for the alternative minimum tax for 2007. The Mortgage Forgiveness Debt Relief Act of 2007 provides that qualified principal residence indebtedness that is discharged ...,Q1
"TaxFacts Intelligence, 1 February 2008, 100 words, John H Fenton, (English)","The IRS has proposed regulations that provide guidance on changes made by the Pension Protection Act of 2006. The regulations provide guidance in 4 areas: special vesting rules, a safe harbor for age discrimination, conversion protection, ...",Q1
"TaxFacts Intelligence, 1 February 2008, 73 words, William J Wagner, (English)","In the Knight v. Commr. case, the US Supreme Court has determined that investment advisory fees of a trust or estate are subject to the 2% of AGI floor applicable to miscellaneous itemized deductions. The court noted that trust related ...",Q1
"AFX Asia, 25 January 2008, 211 words, (English)","MUMBAI (Thomson Financial) - Standard & Poor's Ratings Services said it has assigned 'BBB-' long-term foreign currency senior unsecured debt rating to the 100 mln usd senior unsecured notes by Brazil's second largest private bank, Banco ...",Q1
"AFX Asia, 25 January 2008, 242 words, (English)","MUMBAI (Thomson Financial) - Moody's Investors Service said it placed Japan's Orix Corp 's 'Baa1' senior unsecured debt rating, senior unsecured medium-term note (MTN) rating and long-term issuer rating for a possible upgrade.",Q1
"The Wall Street Journal (Asia Edition), 21 January 2008, 983 words, By Phisanu Phromchanya, (English)","Bangkok -- FRESH FROM a $1.1 billion recapitalization, TMB Bank -- the fifth-largest Thai bank by assets but one of the sector's poorest performers -- still faces an uphill battle to regain investor confidence.",Q1
"AFX Asia, 25 January 2008, 207 words, (English)","MUMBAI (Thomson Financial) - Moody's Investors Service said it has placed Japan's Orix Corp 's 'Baa1' senior unsecured debt rating, senior unsecured medium-term note (MTN) rating and long-term issuer rating on review for a possible upgrade.",Q1
"Reuters News, 11:23, 31 January 2008, 94 words, (English)",Jan 31 (Reuters) - Morgan Stanley began coverage of three Abu Dhabi banks and said the banks look set to benefit from the thriving economies of the Gulf Cooperation Council countries.,Q1
"Xinhua Financial Network (XFN) News, 22:45, 29 January 2008, 160 words, (English)","BEIJING (XFN-ASIA) - Citigroup has maintained its ""buy (1L)"" rating on Hong Kong-listed CNOOC, citing the company's projected increase in production capacity this year. CNOOC said in its strategic preview yesterday that its oil and gas ...",Q1
"CIA - Weekly Industry Profiles, 4 January 2008, 268 words, (English)","(CIA, Dec 27, Hospodarske noviny-20, Dec 28) Financial holding GML Limited has sold its 100% stake in telecoms group GTS Central European Holding (GTS CE) to a consortium of financial investors led by Columbia Capital, M/C Venture Partners ...",Q1
"TaxFacts Intelligence, 1 February 2008, 64 words, Sonya E King, (English)",The Mortgage Forgiveness Debt Relief Act of 2007 will help many taxpayers mitigate the adverse consequence of having their cancelled mortgage debt treated as taxable income. However for taxpayers whose circumstances fall outside the ...,Q1
"TaxFacts Intelligence, 1 February 2008, 64 words, Sonya E King, (English)","In Ltr. Rul. 200801001, the IRS determined that exchanges of employer-owned life insurance policies qualified as Section 1035 tax-free exchanges. The IRS noted that the basis and the investment in the contract of the newly issued contracts ...",Q1
"The Australian Financial Review, 24 January 2008, 598 words, Vesna Poljak, Vesna Poljak, (English)",BUYBACKS - MARKET TURMOIL Backyard bargains,Q1
"Australian Company News Bites - Trading Floor, 1 February 2008, 914 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Keycorp (ASX: KYC) plunged 1.5c (7.1%) to 19.5c. Compared with the All Ordinaries Index which rose 157.4 points (or 2.8%) on the day, this represented a relative price change of -9.9%.",Q1
"AFX Asia, 18 January 2008, 199 words, (English)","NEW YORK (Thomson Financial) - Wachovia upgraded Sealed Air Corp. Friday to outperform, citing recent underperformance and the company's potential combination with Alcan Packaging, which could translate into significant long-term value.",Q1
"Pharma Business Week, 28 January 2008, 416 words, (English)",2008 JAN 28 - (NewsRx.com) -- The Wisconsin Physicians Service Insurance Corporation (WPS) filed a lawsuit in Milwaukee County today to stop Aurora Health Care from interfering with WPS's contractual relationship with HealthEOS by ...,Q1
"Orange County Business Journal, 28 January 2008, 1319 words, Mark Mueller, Mark Mueller, (English)","More Companies Looking To Get Out of Owning Buildings, Cash in on Profits An increasing number of Orange County businesses that own their industrial properties are getting out of the real estate-ownership business.",Q1
"Australian Company News Bites - Trading Floor, 10 January 2008, 955 words, (English)","AUSTRALIAN COMPANY NEWS BITES TRADING FLOOR Keycorp (ASX: KYC) dropped 1.5c (5.6%) to 25.5c. Compared with the All Ordinaries Index which fell 6.1 points (or 0.1%) on the day, this represented a relative price change of -5.5%.",Q1
"Dow Jones Global Equities News, 14:54, 23 January 2008, 309 words, (English)",(Updates with further comments) By Henry J. Pulizzi Of DOW JONES NEWSWIRES WASHINGTON (Dow Jones)--President George W. Bush prodded lawmakers to pass outstanding free trade pacts and repeated that he is confident the White ...,Q1
"Pharma Business Week, 21 January 2008, 492 words, (English)","2008 JAN 21 - (NewsRx.com) -- Primera Biosystems, Inc., an emerging molecular diagnostics company with assay programs in infectious disease and oncology, announced that it has closed on $21 million of Series B financing led by Abingworth ...",Q1
"Obesity, Fitness & Wellness Week, 5 January 2008, 333 words, (English)","2008 JAN 5 - (NewsRx.com) -- Upon an ex parte motion by the Service Employees International Union Healthcare Michigan (SEIU), a temporary restraining order (TRO) was issued late on Thursday, December 20, by the Thirtieth Judicial Circuit ...",Q1
"Pharma Business Week, 21 January 2008, 543 words, (English)","2008 JAN 21 - (NewsRx.com) -- Texas Mutual Insurance Company, an aggressive tort reform advocate in Texas, committed fraud by falsifying a medical record in pending litigation in which the insurance company tried to overturn an order from ...",Q1
"Vietnam News Brief Service, 10 January 2008, 209 words, (English)","The Bank for Investment and Development of Vietnam (BIDV) January 9 inked a deal to fund 70% of a VND307-billion ($19.18 million) Ethanol alcohol project in central Quang Nam province, state media reported recently.",Q1
"Reuters Significant Developments, 22 January 2008, 95 words, (English)","Date Announced: 20080122 W. P. Carey & Co. LLC announced that its publicly held, non-traded REIT affiliate, CPA:16 - Global, and its newest fund, CPA:17 - Global, have jointly acquired three facilities from Berry Plastics c for ...",Q1
"Xinhua Financial Network (XFN) News, 2 January 2008, 317 words, (English)",HONG KONG (XFN-ASIA) - Share prices are expected to open lower following a negative lead from Wall Street and on worries that China may announce additional measures to rein in its economy and control inflation. China Eastern Airlines (CEA) ...,Q1
"Bisnis Indonesia, 16 January 2008, 302 words, (English)",JAKARTA: PT Medco Energi International Tbk has set the new target regarding with its plan to sell 51.37% shares of PT Apexindo Pratama Duta Tbk. The sale must be concluded in the first quarter of the year.,Q1
"Converting Magazine, 1 February 2008, 551 words, Anne Johnson, Director, Sustainable Packaging Coalition, (English)","As we progress into 2008, let's take a look back and reflect on trends that influenced the momentum and direction of sustainability in packaging last year. One thing is certain: The sustainable packaging arena continues to be a whirlwind of ...",Q1
"Morning Star Online, 8 January 2008, 306 words, (English)",A FINANCIAL report revealed on Tuesday that the take-home pay of British workers increased by just 3.5 per cent in 2007 - the lowest rate for two years.,Q1
"Xinhua Financial Network (XFN) News, 2 January 2008, 252 words, (English)","HONG KONG (XFN-ASIA) - Share prices opened lower after Wall Street fell on Monday, the last trading day of the past year, amid worries over market prospects in 2008 as the housing sector and credit worries continue to cast a shadow on the ...",Q1
"The Commercial Appeal, 17 January 2008, 138 words, David Flaum, David Flaum, (English)","Directors of First Horizon National Corp. cut the quarterly dividend on the company's stock from 45 cents a share to 20 cents Thursday as the company reported a large, but not unexpected, fourth quarter loss.",Q1
"Financial Times (FT.Com), 0:37, 26 June 2008, 139 words, Gwen Robinson, (English)","Clive Cowdery, the financial entrepreneur, was on Wednesday night denied access to Bradford & Bingley’s books to carry out due diligence as part of his proposed rescue plan for the embattled UK mortgage lender. B&B’s board met Wednesday to ...",Q2
"Financial Times (FT.Com), 9 May 2008, 941 words, andrew wood, Andrew Wood in Hong Kong, (English)","Shares in Asia Pacific fell for the third day in a row, as the US insurer AIG made bigger than expected quarterly losses of $7.8bn, triggering worries of further subprime trouble ahead, and two big Japanese companies, the carmaker Toyota ...",Q2
"Financial Times (FT.Com), 0:29, 19 May 2008, 123 words, Gwen Robinson, (English)","Westpac, which has bid $17.6bn for St George Bank in the biggest banking takeover ever in Australia, is bracing for rival offers to emerge that could push the price tag even higher, reports Reuters. Westpac chairman Ted Evans told ...",Q2
"Financial Times (FT.Com), 0:38, 19 May 2008, 127 words, Gwen Robinson, (English)","Microsoft has made a fresh approach to Yahoo about a deal to combine part of their online businesses, reports the FT, although this time, the proposal stops short of a full acquisition, Microsoft said Sunday. The approach came after ...",Q2
"Financial Times (FT.Com), 30 June 2008, 439 words, By Andrew England in Abu Dhabi, (English)","Sheikh Khalifa bin Zayed al-Nahyan, president of the United Arab Emirates, has downplayed the size of Abu Dhabi's sovereign wealth fund, saying that estimates that it has assets of around $800bn are exaggerated.",Q2
"Financial Times (FT.Com), 0:32, 12 May 2008, 104 words, Gwen Robinson, (English)","Citigroup is considering selling its Japanese consumer finance company CFJ KK or cutting the unit’s business significantly as part of its plans to shed assets, Japanese daily Nikkei reported on Sunday, reports Reuters. The biggest US bank ...",Q2
"Financial Times (FT.Com), 15:54, 18 May 2008, 414 words, Richard Waters, (English)","OK, so it’s an old story – around two years old, to be precise. Still, you have to admit it’s interesting that Icahn wasn’t always as down on Yahoo’s management as he has been this week. At the time, he was putting pressure on Time Warner ...",Q2
"Financial Times (FT.Com), 23:26, 27 May 2008, 305 words, By Daniel Thomas, (English)","Quinlan Private, the private equity real estate group, has completed the equity-raising for its €2.5bn (£2bn, $4bn) European property fund. The Quinlan Private European Strategic Real Estate fund, its first to be opened to US investors, ...",Q2
"Financial Times (FT.Com), 16 April 2008, 437 words, Jane Croft, (English)",Shares in Alliance &Leicester rose sharply in spite of the blow of the ratings agency Moody's downgrading its credit rating a notch. The UK mortgage bank has seen its share price fall by 58 per cent over the past year amid worries about its ...,Q2
"Financial Times (FT.Com), 16 April 2008, 437 words, Jane Croft, (English)",Shares in Alliance &Leicester rose sharply in spite of the blow of the ratings agency Moody's downgrading its credit rating a notch. The UK mortgage bank has seen its share price fall by 58 per cent over the past year amid worries about its ...,Q2
"Financial Times (FT.Com), 16:56, 27 April 2008, 747 words, By Ruth Sullivan, (English)","There is nothing like a challenge to spur progress and Janus Capital, the US investment group, has plenty ahead. It is expanding its international business and will launch its first fund investing in Europe, part of the group’s open-ended ...",Q2
"Financial Times (FT.Com), 4 May 2008, 384 words, Andrew England in Abu Dhabi, (English)","Mubadala, one of Abu Dhabi's most visible state investment vehicles, is in the process of gaining a credit rating - virtually unknown among sovereign investment groups - as it seeks to reduce the cost of financing and pave the way for new ...",Q2
"Financial Times (FT.Com), 0:42, 9 June 2008, 143 words, Gwen Robinson, (English)","Lehman Brothers is close to raising more than $5bn of fresh capital from an array of investors including the New Jersey Division of Investment, reports the WSJ. The move comes as the firm is set to report a Q2 loss of more than $2bn. Until ...",Q2
